Year,Aruba,Andorra,Afghanistan,Angola,Albania,Arab World,United Arab Emirates,Argentina,Armenia,American Samoa,Antigua and Barbuda,Australia,Austria,Azerbaijan,Burundi,Belgium,Benin,Burkina Faso,Bangladesh,Bulgaria,Bahrain,"Bahamas, The",Bosnia and Herzegovina,Belarus,Belize,Bermuda,Bolivia,Brazil,Barbados,Brunei Darussalam,Bhutan,Botswana,Central African Republic,Canada,Central Europe and the Baltics,Switzerland,Channel Islands,Chile,China,Cote d'Ivoire,Cameroon,"Congo, Rep.",Colombia,Comoros,Cabo Verde,Costa Rica,Caribbean small states,Cuba,Curacao,Cayman Islands,Cyprus,Czech Republic,Germany,Djibouti,Dominica,Denmark,Dominican Republic,Algeria,East Asia & Pacific (excluding high income),Early-demographic dividend,East Asia & Pacific,Europe & Central Asia (excluding high income),Europe & Central Asia,Ecuador,"Egypt, Arab Rep.",Euro area,Eritrea,Spain,Estonia,Ethiopia,European Union,Fragile and conflict affected situations,Finland,Fiji,France,Faroe Islands,"Micronesia, Fed. Sts.",Gabon,United Kingdom,Georgia,Ghana,Gibraltar,Guinea,"Gambia, The",Guinea-Bissau,Equatorial Guinea,Greece,Grenada,Greenland,Guatemala,Guam,Guyana,High income,"Hong Kong SAR, China",Honduras,Heavily indebted poor countries (HIPC),Croatia,Haiti,Hungary,IBRD only,IDA & IBRD total,IDA total,IDA blend,Indonesia,IDA only,Isle of Man,India,Not classified,Ireland,"Iran, Islamic Rep.",Iraq,Iceland,Israel,Italy,Jamaica,Jordan,Japan,Kazakhstan,Kenya,Kyrgyz Republic,Cambodia,Kiribati,St. Kitts and Nevis,"Korea, Rep.",Kosovo,Kuwait,Latin America & Caribbean (excluding high income),Lao PDR,Lebanon,Liberia,Libya,St. Lucia,Latin America & Caribbean,Least developed countries: UN classification,Low income,Liechtenstein,Sri Lanka,Lower middle income,Low & middle income,Lesotho,Late-demographic dividend,Lithuania,Luxembourg,Latvia,"Macao SAR, China",St. Martin (French part),Morocco,Monaco,Moldova,Madagascar,Maldives,Middle East & North Africa,Mexico,Marshall Islands,Middle income,"Macedonia, FYR",Mali,Malta,Myanmar,Middle East & North Africa (excluding high income),Montenegro,Mongolia,Northern Mariana Islands,Mozambique,Mauritania,Mauritius,Malawi,Malaysia,North America,Namibia,New Caledonia,Niger,Nigeria,Nicaragua,Netherlands,Norway,Nepal,Nauru,New Zealand,OECD members,Oman,Other small states,Pakistan,Panama,Peru,Philippines,Palau,Papua New Guinea,Poland,Pre-demographic dividend,Puerto Rico,"Korea, Dem. People?s Rep.",Portugal,Paraguay,Pacific island small states,Post-demographic dividend,French Polynesia,Qatar,Romania,Russian Federation,Rwanda,South Asia,Saudi Arabia,Sudan,Senegal,Singapore,Solomon Islands,Sierra Leone,El Salvador,San Marino,Somalia,Serbia,Sub-Saharan Africa (excluding high income),South Sudan,Sub-Saharan Africa,Small states,Sao Tome and Principe,Suriname,Slovak Republic,Slovenia,Sweden,Swaziland,Sint Maarten (Dutch part),Seychelles,Syrian Arab Republic,Turks and Caicos Islands,Chad,East Asia & Pacific (IDA & IBRD countries),Europe & Central Asia (IDA & IBRD countries),Togo,Thailand,Tajikistan,Turkmenistan,Latin America & the Caribbean (IDA & IBRD countries),Middle East & North Africa (IDA & IBRD countries),Timor-Leste,Tonga,South Asia (IDA & IBRD),Sub-Saharan Africa (IDA & IBRD countries),Trinidad and Tobago,Tunisia,Turkey,Tuvalu,Tanzania,Uganda,Ukraine,Upper middle income,Uruguay,United States,Uzbekistan,St. Vincent and the Grenadines,"Venezuela, RB",British Virgin Islands,Virgin Islands (U.S.),Vietnam,Vanuatu,West Bank and Gaza,World,Samoa,"Yemen, Rep.",South Africa,"Congo, Dem. Rep.",Zambia,Zimbabwe
1970,1.8261976,0.023777,3042.2563,28392.652,741.8982,53859.36423,183.08941,32317.19,527.8277,0.7691782,10.219987,52432.78,5857.543,1857.6998,637.5615,10669.766,2625.328,2515.1447,9831.836,10100.606,13.417296,41.1804,1312.6857,15590.179,85.61177,5.199382,12893.365,107500.25,62.86428,439.89,119.4461,5644.573,35826.39,29006.235,102808.7782,2517.2589,,4126.038,139154.97,5585.425,6975.899,4318.951,15031.869,38.91523,18.35696,1162.6674,3587.651142,8379.393,,2.1193863,235.84459,9742.959,81323.85,74.31444,11.979144,8974.5,1097.8464,2363.4245,277074.0405,419363.4684,377661.1999,272843.9673,678090.2314,1997.5439,7888.601,267254.1236,932.2568,18686.862,1723.8232,20773.503,422231.0286,248341.0166,6749.785,180.17913,64736.37,6.155949,5.510157,263.5496,50310.21,3658.775,3613.081,2.2563381,4313.805,234.07387,328.5814,12.272156,5583.658,7.575036,124.91791,1442.1169,4.738474,2079.1266,859216.0183,102.63263,1766.039,357852.9388,3513.385,1020.9137,11099.457,907873.1121,1380146.488,472273.3755,74935.15179,51908.88,397338.2237,,84290.24,,5704.434,8849.632,2995.7594,401.8592,1074.9312,31162.75,479.9854,198.90561,30989.274,21460.959,5595.686,1983.7179,3644.98,2.1633381,9.157524,4897.752,,526.2281,234448.6328,3206.764,363.6889,134.1153,615.9514,18.109456,244931.8273,401556.3675,263371.5949,,1261.9573,417322.4014,1343581.88,587.4624,547673.7896,5601.111,320.5152,2421.0907,1.8201278,,4277.907,,1182.7926,8856.545,2.2492236,34969.58057,22589.731,0.03413782,1080210.285,761.9893,4868.643,38.64057,32320.91,32082.97415,,4051.08,0.18207757,13241.526,1419.1552,102.54924,2729.2152,10095.832,340006.5344,2932.1505,83.39806,2542.1581,11470.062,2698.9654,17253.484,8161.711,2169.9163,0.08661245,9465.943,878229.1537,129.38036,13875.09407,12161.858,784.9045,5569.15,6895.485,0.018835848,623.3232,35857.7,360996.0641,294.25076,4504.517,4495.651,6397.78,2167.327951,872843.8049,12.813974,61.38868,18059.701,125301.38,649.9243,112879.7592,859.5308,24222.904,2282.9361,406.6332,1898.3253,900.2741,1142.4151,,3172.013,,414252.506,,414258.7653,19630.07316,3.762997,408.6017,3668.912,1020.0333,7318.387,416.3393,,6.259365,1635.5569,0.07018462,6217.298,272568.8409,312215.0523,1438.121,11466.993,1005.7733,1831.4118,236141.0958,32082.97415,175.37475,7.663386,112879.7592,414258.7653,355.7405,1675.8321,16888.8,0.324291,22453.455,5716.741,43951.8,662887.8836,5570.7,310995.1,6625.971,17.499345,7548.004,4.4981,4.529255,6856.921,54.13871,,2225930.2,18.884053,1143.4009,18200.503,102941.39,41843.18,6264.077
1971,1.8269478,0.023372791,3006.1382,15844.224,756.0311,54223.31517,220.04513,30727.634,558.372,0.7553057,11.176864,49790.03,6101.203,1951.8003,643.0826,11390.733,2561.1084,2486.8727,9460.425,10045.953,13.670659,41.25976,1328.8832,16272.52,84.23475,5.254407,8585.76,89532.34,56.9997,291.0466,120.93503,2830.1512,34126.97,31160.58,107202.5787,2505.3394,,4014.748,141874.29,5454.543,6837.639,2727.69,14452.417,39.50733,17.781104,1144.9509,3364.10977,7816.309,,2.1645564,244.42446,9780.934,81260.3,75.83313,12.632562,9056.526,1277.3612,2715.6713,257483.2083,393807.3989,355243.9814,280239.442,693231.0144,1882.1495,7987.274,271393.1189,938.804,18991.84,1780.2246,20687.695,431109.0249,178583.4643,6858.595,189.22338,67370.13,5.888605,5.997694,169.84466,50701.43,3798.585,3491.716,2.257327,4175.328,235.66541,323.5222,12.483638,5623.307,7.666827,127.5588,1460.0628,3.737422,1919.7091,874198.269,102.75849,1842.1936,254829.6765,3617.359,1070.1138,11660.557,877485.1077,1231067.834,353582.7265,66986.14097,49004.8,286596.5856,,86999.95,,5945.459,9017.404,2907.4776,403.465,1123.4555,30447.363,489.8341,223.34787,31000.31,20552.256,5715.966,2014.3087,2588.4535,2.2774522,8.731553,5008.98,,700.0885,206889.7562,1747.4514,414.9877,136.88701,562.8329,17.901942,217191.0297,278450.2253,186270.6316,,1301.7024,377859.8285,1191504.668,512.3153,531989.6628,5832.371,318.1437,2509.6112,1.8263557,,4434.643,,1246.169,6375.336,2.1104924,36286.59582,22805.522,0.03566612,1005234.036,748.0765,4856.15,39.57708,21132.607,33028.6927,,3228.805,0.19197804,6176.533,1378.8676,104.43621,1459.8303,8233.104,349879.9344,2249.329,83.24027,2584.8296,11575.741,2654.8648,17459.603,8403.945,2238.1752,0.09198072,9201.823,893310.5173,133.57869,10147.44983,12988.442,811.9303,5633.661,6968.614,0.019115406,512.3029,37691.04,250202.1677,293.42895,3831.755,4416.105,4525.845,2201.596011,887667.8889,12.555992,71.69866,19480.4,127834.39,605.7028,116117.8783,955.7889,23589.047,2297.379,402.0452,1917.8801,869.6244,1215.014,,3109.734,,297745.6906,,297752.503,15713.15561,3.726014,328.7829,3766.283,1037.8459,7681.707,420.8095,,6.812436,1646.2054,0.07037527,6019.766,253650.7899,321547.841,1375.9536,10032.313,1053.6094,1948.4058,208970.1292,33028.6927,178.08012,7.232579,116117.8783,297752.503,367.6476,1799.4694,17329.279,0.3268237,12425.389,5622.47,46198.68,627374.208,5494.378,318714.1,7121.723,17.532112,6573.333,3.954391,4.886778,5948.373,59.6502,,2089238.8,18.86102,1243.5464,17881.513,51330.11,20803.418,4660.199
1972,1.8448131,0.022968582,2530.158,16758.848,756.8061,55425.76084,238.86275,32740.34,581.0237,0.750665,11.147259,61266.85,6169.651,2001.4809,655.5322,11637.462,2549.8523,2363.4059,9934.415,10460.082,15.825779,43.38698,1290.9423,16902.967,87.41101,5.712556,10895.88,103052.68,59.26239,362.6132,122.97204,3259.991,33293.07,28617.278,110138.5422,2549.3718,,4196.873,148863.86,5431.045,6661.125,2889.7115,15469,40.06502,19.338947,1183.7381,3581.174343,7544.935,,2.2963374,259.31996,10096.452,82174.18,77.73157,13.449877,8430.078,1422.6489,2773.6568,305726.1785,446843.3182,417740.07,319009.0154,741277.9407,1997.5873,8403.201,278624.8306,929.9876,19855.469,1840.2034,20426.737,440860.1376,189587.1505,7187.629,201.3512,69988.39,6.076775,6.576061,180.64072,51661.5,3900.389,3485.888,2.0875462,4116.397,238.48455,323.4447,12.609622,5894.619,7.29461,130.24867,1592.3119,3.612306,2017.5637,906324.0906,112.67353,1847.1598,264161.3732,3667.517,1095.3974,11783.038,981096.5555,1355190.046,374093.4905,72524.65072,79261.42,301568.8398,,89779.41,,6134.187,9401.928,3087.0978,422.3254,1176.4066,30277.638,529.8613,241.46613,32802.96,29690.777,5897.626,2419.4632,2868.3866,2.3213978,8.644939,5155.052,,863.9018,228806.1121,2433.5527,437.4255,139.55518,553.3655,18.409071,239382.0423,293667.4071,192028.4476,,1286.8255,429086.0527,1314671.135,503.2881,593096.6861,6068.436,323.02,2619.3388,2.0842664,,4367.156,,1314.5054,6691.815,2.1520169,37904.25642,23869.194,0.0373922,1122642.687,737.5582,4408.603,41.0254,26724.232,34215.0131,,3669.036,0.20525503,6868.391,1249.9324,134.33757,1611.3397,9236.729,357768.5906,2354.5213,85.49583,2627.6251,11610.027,2635.7006,18322.085,8722.346,2297.1248,0.09792807,9791.908,926229.78,144.28609,10919.45816,13590.4,838.395,5502.345,7128.264,0.019421748,1638.691,38576.71,258705.8476,297.27946,4349.734,4727.996,5540.847,2451.062268,920188.8361,12.863078,83.2071,19922.584,151926.35,603.0523,119543.4574,1125.7278,23635.051,2219.7426,434.7192,2153.508,858.6566,1242.0863,,3215.816,,307371.3584,,307378.8681,16951.69477,3.45247,372.3906,4056.505,1047.676,7637.346,425.3014,,7.509688,1742.9223,0.0706149,6074.388,301375.7918,361253.2424,1380.4486,10612.478,1092.2695,2053.6911,231423.6733,34215.0131,189.09721,7.412379,119543.4574,307378.8681,394.63,1897.6867,18072.442,0.3282993,13461.037,5668.567,48327.45,693556.6346,5551.201,329145.6,7558.234,17.722607,7271.763,4.278651,5.014746,6298.983,60.31639,,2245410.6,19.093799,1231.3758,18229.395,56144.1,22873.195,4845.92
1973,1.8220901,0.022564373,2674.4041,17638.938,803.6471,57593.55965,295.15782,32966.95,604.7077,0.7584894,11.485748,48457.96,6471.684,2099.0689,690.5126,11775.722,2793.7107,2375.8121,10077.418,10423.192,19.375403,47.56299,1329.7357,17740.587,88.54251,5.914676,8886.925,94995.47,58.81382,513.6545,125.52799,3570.89,37688.25,31034.41,117855.9395,2707.8655,,4083.289,158473.86,5826.326,7217.637,3048.788,15305.599,40.96495,18.634534,1298.8752,3431.241665,7900.381,,2.3779635,276.6812,10438.94,85024.32,76.99191,14.350582,8931.286,1406.5382,2600.9806,313384.0377,441930.5095,415587.4924,308971.6153,754913.1085,2092.0505,8248.232,292509.7324,939.5077,21086.944,1886.3841,21232.024,464531.0574,213794.0929,7585.793,205.26433,74526.17,6.136915,6.003274,202.19533,53571.72,4056.567,3796.043,2.1438577,4517.444,253.797,350.5821,12.577289,6431.508,7.41644,131.83091,1649.7146,3.578919,1944.6765,939540.1319,115.87645,1843.1763,281293.945,3813.682,1081.7698,12688.92,962186.2138,1370131.088,407944.8745,73784.21371,56928.71,334160.6608,,90769.24,,6474.226,10257.435,2902.6881,440.8851,1228.747,31662.47,531.3617,245.6192,34981.95,22654.273,5915.451,2188.7271,3582.577,2.4030673,8.355895,5706.139,,875.7624,218809.5584,3852.339,477.3163,146.82716,604.1807,19.570393,229490.6251,326536.133,206360.5213,,1291.5995,431826.4738,1325932.268,497.5903,591750.8407,6423.541,341.5797,2739.8482,2.6007078,,4318.889,,1379.8875,6981.975,2.5428618,38618.30062,24507.484,0.03923174,1119571.747,748.8701,4374.751,38.98002,38505.41,34562.12661,,4541.004,0.21182827,7658.054,1206.5231,116.38268,1759.9568,11493.343,376650.0247,2435.9211,94.6244,1693.7842,12551.249,2795.456,19541.036,9428.123,2370.8397,0.10433298,9492.169,959108.5598,157.59005,11626.46307,13772.339,832.1268,5371.029,7942.572,0.019721394,812.8603,43345.13,278296.0396,301.66906,5326.079,4970.943,4765.63,2714.246348,950975.8304,13.173264,94.22822,20844.4,143006.41,623.1496,121083.9112,1346.3331,26105.193,2227.5019,482.9676,2404.8684,933.7324,1244.3958,,3147.74,,329121.0191,,329128.9377,17771.95108,3.689465,338.5355,4183.822,1068.0802,7964.055,451.9676,,7.918547,1646.72,0.0727167,6274.586,308057.3045,356130.4273,1514.3655,11988.506,1117.6089,2165.1423,221168.3811,34562.12661,188.10087,8.768846,121083.9112,329128.9377,341,1984.8897,18719.257,0.3312102,14478.488,6079.1,51134.5,687745.2732,5815.073,345609.7,7955.034,19.569587,6901.964,4.374813,5.169591,7033.776,67.11903,,2291020.9,19.324904,1198.1841,18616.213,61105.34,24981.381,5025.472
1974,1.821157,0.022160164,2937.3182,14997.738,819.4943,52106.46814,306.12655,33176.2,629.8053,0.7549647,11.085569,53544.75,6587.159,2174.7647,664.5191,13428.022,2150.47,2110.3312,9780.097,10807.499,21.940591,40.90264,1395.9827,18556.352,95.47752,6.501785,9850.777,104797.98,52.22818,293.86822,128.20267,3141.354,24669.211,32892.55,122851.4035,2702.5521,,4226.23,154280.49,4707.071,5557.711,2744.0022,15604.966,41.96253,17.059114,1303.6368,3499.27349,8168.066,,2.6683033,195.22901,10490.059,85005.72,79.5615,14.391068,10087.648,1493.4467,2351.3779,274469.1822,420054.9376,381371.9486,312435.2174,774361.7048,2144.3971,8736.389,298174.1718,904.4715,22351.155,1932.6578,18875.187,481674.5798,162895.4752,7796.717,229.09279,75376.5,6.189088,5.521379,182.31007,59653.92,4183.946,2910.7264,2.096778,3442.457,217.14198,286.97599,12.768621,6796.409,7.213576,134.47242,1659.4765,2.9784955,1992.1933,960008.7049,118.75728,1916.3983,232620.6673,3987.902,1050.5435,13341.005,966594.8655,1303348.263,336753.3974,70852.92671,50997.79,265900.4706,,92701.16,,6829.703,10852.976,2927.3827,446.8092,1310.7017,31284.27,531.7833,266.52126,34033.97,20460.589,5908.197,2162.529,2119.2964,2.4683037,8.493194,6328.65,,802.7481,234031.2108,1706.1346,359.011,136.46975,632.7875,19.672786,245092.026,257452.2469,169274.6243,,1457.4619,395263.0058,1255848.148,506.1153,592581.8911,6706.292,341.1891,2854.0925,2.7728477,,4301.777,,1443.8374,6675.23,2.6220513,40000.42657,26509.278,0.04106663,1086573.524,767.8452,3489.05,37.55216,21601.792,35748.15716,,3317.155,0.21762155,6337.826,997.8218,100.84765,1516.1046,8328.026,375858.2518,2476.0878,83.80044,1716.4576,11804.087,2853.736,20583.225,9743.362,2431.0975,0.11047935,9751.36,980880.5356,178.69857,10879.33444,14308.825,866.357,5655.888,7493.196,0.01997082,586.6905,45306.19,228413.0267,294.55146,4291.547,4581.118,5195.259,2794.838716,972360.5069,13.282973,109.46224,21938.545,143498.69,588.3924,123746.7843,1485.0395,20251.587,1959.3178,466.0788,2456.6074,728.0815,1235.6972,,3015.9001,,275417.5966,,275425.7114,17173.44665,3.417595,347.7735,4373.263,1113.8982,7887.64,453.716,,8.114839,1873.5966,0.0727322,4346.386,270176.9907,361729.3094,1122.045,10335.71,1153.2899,2269.7239,236521.3098,35748.15716,183.55751,9.444491,123746.7843,275425.7114,357.6842,2079.0336,18429.562,0.3330051,12668.274,5063.881,53387.89,691310.5185,6054.672,342959.2,8354.872,20.374657,7520.228,4.519707,5.886032,6432.314,70.68186,,2240345.2,20.51797,1287.7431,19064.69,51105.05,21016.171,4732.925
1975,1.8296076,0.021755955,3153.723,17645.913,818.462,55904.2353,303.45342,34420.23,666.128,0.816013,11.481129,59253.4,6485.355,2290.6024,717.3462,11201.385,2344.4587,2250.2218,10568.644,12238.676,25.789489,49.75159,1390.164,19236.368,97.95101,7.921523,11390.175,114144.79,51.03561,287.71131,129.46747,3953.616,28127.23,33307.02,127970.1452,2671.0747,,4172.817,166425.05,5034.896,6092.709,3149.011,16319.051,42.83301,17.534065,1313.7211,3424.941597,8384.787,,2.8820142,201.52046,10503.699,83044.66,85.66664,16.06947,9433.486,1575.5192,2770.2344,286320.5088,435257.4369,396653.078,327399.5188,784312.2898,2191.7093,9028.223,289775.481,893.6277,22144.757,2017.3436,19067.387,480517.117,184532.5951,7687.318,220.83222,72792.96,6.193676,5.040011,214.41026,62652.24,4171.918,3185.777,2.2827904,3751.155,229.54074,310.3565,13.168614,6826.541,6.916317,136.98125,1686.7131,2.9109899,2033.6031,963630.7517,120.56148,1954.5717,267588.6545,3968.961,1047.0126,13450.869,1016085.273,1391351.752,375266.4785,75828.93369,50922.15,299437.5448,,95722.42,,6867.058,10801.826,2868.3277,464.752,1378.1422,30155.746,457.0702,242.04273,31121.52,21206.418,6027.206,2248.1417,1922.9703,2.5196242,9.194848,6696.837,,743.6125,250281.7268,1687.0045,252.95318,140.48301,801.2601,20.663856,261628.4809,292670.1478,194458.3178,,1257.3786,413358.0046,1342790.581,532.9768,625986.6608,6829.827,333.0392,2901.9379,3.0069504,,4305.528,,1506.3489,7253.256,2.772454,41105.07369,28215.487,0.0428141,1148332.263,780.4436,3855.284,37.6991,21445.18,36605.98265,,3444.162,0.22477666,8079.84,1035.2109,110.25925,1886.598,8385.438,380530.4415,2055.3682,86.56564,1865.0158,12391.971,2872.7514,20110.599,9436.989,2511.7719,0.11328888,9655.477,986698.6683,290.4204,11608.3016,15041.851,879.7397,5558.734,6848.272,0.020141568,596.9453,46495.35,264514.0408,300.89251,4455.134,4620.519,5932.718,2981.48816,977858.7656,14.039838,232.09793,24046.266,149387.45,630.9585,128388.0284,1487.876,22672.005,2072.2136,477.3907,2645.1401,791.8175,1262.0069,,3266.78,,313794.8154,,313803.9402,18014.73136,3.810582,379.1765,4367.528,1149.6877,7952.089,465.6355,,9.124788,1981.923,0.07322417,4834.171,281864.6721,377863.8298,1246.9502,10481.224,1192.9017,2318.1645,252825.2984,36605.98265,164.84684,11.621652,128388.0284,313803.9402,269.66063,2102.4386,19915.485,0.3328439,15254.759,5514.001,55206.04,734974.2585,6465.205,347215.5,8779.541,22.367337,8098.192,4.637321,7.293649,6559.941,73.82557,,2329578.7,21.999894,1365.5593,19859.437,63493.89,26043.224,5370.502
1976,2.6258457,0.021351746,3265.633,14751.908,925.2384,57842.97611,338.6192,36270,664.0386,0.8220022,11.943742,69355.68,6620.205,2269.4728,723.0471,11253.868,2433.5992,2328.7913,10897.12,11865.87,29.503165,51.12365,1360.9558,19320.068,90.14242,8.418608,13440.484,128801.59,53.37797,280.4632,131.96111,3641.043,29849.993,39460.83,126948.0752,2735.5454,,4189.712,173203.82,5201.676,6405.561,2868.7369,17267.992,43.81323,18.814489,1317.2892,3543.119022,8545.801,,3.0883068,190.07309,10690.784,84235.06,95.91865,16.544917,7853.447,1548.3539,2907.3319,304812.0657,460782.2991,424977.0223,337063.5487,802268.2382,2490.3788,9215.215,290194.539,890.0658,22450.479,1987.4193,19158.713,487806.271,178823.2168,6924.749,236.26588,71834.75,6.476613,2.6187529,207.17951,72340.67,4127.247,3307.018,2.3307009,3898.87,237.56323,326.9787,13.208015,6984.827,7.627271,139.5186,1616.9414,2.2621258,2103.4926,1001124.211,136.42697,1906.7852,258566.6907,4030.961,1060.6061,13986.053,1065731.672,1433882.806,368151.1339,80216.9631,60935.15,287934.1708,,100665.99,,6852.147,11248.66,3031.0963,465.1798,1380.647,30202.246,445.6653,238.69349,31478.02,23848.455,5949.954,2337.5302,1637.2526,2.5689328,10.061918,5908.724,,645.3952,273338.7686,1632.2244,292.54328,150.102,859.4874,21.103095,284368.7111,277872.097,186402.7043,,1365.2214,430818.8516,1387727.926,515.8648,657767.6236,6839.034,339.2237,2904.0087,2.8514854,,4407.084,,1521.3467,6937.335,2.7625929,42631.15645,29015.504,0.04443633,1201325.222,787.7596,4078.918,41.25697,20985.574,37946.66352,,3489.794,0.23442045,6826.944,1095.3354,111.11423,1750.0027,8416.345,400030.2486,1945.5166,86.23766,2012.7339,13078.9,2925.7955,20305.744,9487.519,2587.5731,0.10471614,9780.5,1026650.377,323.6245,11154.98193,15834.862,871.5247,5854.722,6661.249,0.020211876,980.6447,45570.62,251011.032,312.914,5504.732,4687.169,7034.83,3068.897739,1016474.856,15.220969,243.45819,23531.046,155255.13,618.3446,134751.1232,1681.9887,23531.015,2158.7222,499.1465,2714.2236,823.6049,1372.8412,,3212.22,,299815.7565,,299825.6371,17766.9987,4.433961,424.7713,4355.841,1186.4382,7742.281,466.6275,,9.880661,2247.6209,0.07416967,5161.717,299306.6164,386665.1297,1300.4252,11114.306,1198.9808,2324.7148,275387.6364,37946.66352,144.94794,12.834651,134751.1232,299825.6371,284.78615,2125.9738,21523.486,0.3378132,13765.147,5757.723,55361.35,770506.3703,6098.165,360561,8840.859,22.478689,8865.504,4.709148,7.360609,7036.411,77.23371,,2412556.4,22.645035,1277.0388,20129.106,54416.16,22588.584,5122.626
1977,2.7775194,0.020947537,3268.981,16804.108,1007.1559,63031.6831,347.9502,35827.01,681.5846,0.8559131,12.307961,66314.27,6733.479,2329.0021,724.7707,12676.675,2873.6225,2575.5079,11443.96,12235.483,34.03211,53.32341,1369.4684,19438.581,97.43083,8.753408,10147.943,117036.16,51.97522,423.46,134.79823,4317.773,38623.52,39060.93,129227.1394,2826.1088,,4133.075,190822.36,6056.532,7765.779,3199.696,16893.233,45.42864,19.666586,1446.212,3345.926379,8683.286,,3.301066,159.96899,11230.928,82725.67,102.86916,18.145168,9717.136,1631.9671,3120.367,367711.6528,508688.268,486615.3796,339664.6936,808075.8806,2631.8814,9508.103,292946.4871,909.8531,22607.773,2009.0511,20818.639,491555.1481,218875.4504,6747.584,254.57355,73145.74,6.379366,3.750907,231.53776,69757.75,4157.844,3921.872,2.1990718,4637.073,267.33036,379.3005,13.485031,7053.089,8.107337,141.6731,1786.7811,2.2680778,1971.1288,1009586.576,150.05953,2028.9221,296810.0538,4176.506,1098.6958,14780.986,1109712.247,1535425.319,425713.0727,83494.53088,84758.03,342218.5418,,105445.57,,7379.488,11886.981,3352.743,470.2018,1438.5147,29642.634,410.8957,231.34184,32474.36,22677.089,6130.932,2301.2323,2406.8028,2.6666851,10.27464,6352.923,,741.2875,257198.5531,3089.5468,277.36909,173.75779,816.2765,24.133748,268117.2105,332378.7489,218450.0247,,1445.2293,488400.3605,1491275.361,487.5308,669873.1139,6986.78,345.5725,2957.679,3.393105,,4201.213,,1539.956,7442.883,2.7560674,44313.58395,29922.006,0.04597641,1272825.336,822.2595,4533.905,44.31419,32246.2,39269.41709,,4280.232,0.24339588,8247.891,1152.5304,138.0213,1965.2264,10450.224,406298.7834,2296.1018,93.70835,2168.7352,14086.741,3122.909,20740.488,9635.451,2676.8159,0.10025276,9752.011,1036183.097,346.0406,12398.53343,16484.188,883.3512,5682.331,7087.375,0.020208528,1874.725,45052.3,293562.7479,324.0988,6875.087,5139.273,5701.117,3259.298902,1025767.154,17.400486,215.64406,23946.198,155592.1,643.4112,140902.2985,1876.3835,27396.033,2400.6648,550.3988,2885.9946,970.1853,1475.0017,,3493.917,,346528.7456,,346538.7999,19003.75871,4.292756,363.227,4606.383,1244.8453,7711.374,468.4162,,10.054323,2320.2663,0.06997382,6357.232,360835.8102,388893.4996,1562.9766,12586.372,1202.6636,2364.0352,258985.4941,39269.41709,122.49867,14.437041,140902.2985,346538.7999,300.38349,2160.6938,22568.248,0.3489732,15886.074,6432.841,56418.45,784424.9755,6014.186,367229.1,9013.343,24.593075,8282.084,4.797994,8.086412,7852.145,74.65792,,2524965.5,22.702788,1291.1934,20775.549,64808.29,26731.703,5587.409
