Year,CO2_Emission,Aruba,Andorra,Afghanistan,Angola,Albania,Arab World,United Arab Emirates,Argentina,Armenia,American Samoa,Antigua and Barbuda,Australia,Austria,Azerbaijan,Burundi,Belgium,Benin,Burkina Faso,Bangladesh,Bulgaria,Bahrain,"Bahamas, The",Bosnia and Herzegovina,Belarus,Belize,Bermuda,Bolivia,Brazil,Barbados,Brunei Darussalam,Bhutan,Botswana,Central African Republic,Canada,Central Europe and the Baltics,Switzerland,Channel Islands,Chile,China,Cote d'Ivoire,Cameroon,"Congo, Rep.",Colombia,Comoros,Cabo Verde,Costa Rica,Caribbean small states,Cuba,Curacao,Cayman Islands,Cyprus,Czech Republic,Germany,Djibouti,Dominica,Denmark,Dominican Republic,Algeria,East Asia & Pacific (excluding high income),Early-demographic dividend,East Asia & Pacific,Europe & Central Asia (excluding high income),Europe & Central Asia,Ecuador,"Egypt, Arab Rep.",Euro area,Eritrea,Spain,Estonia,Ethiopia,European Union,Fragile and conflict affected situations,Finland,Fiji,France,Faroe Islands,"Micronesia, Fed. Sts.",Gabon,United Kingdom,Georgia,Ghana,Gibraltar,Guinea,"Gambia, The",Guinea-Bissau,Equatorial Guinea,Greece,Grenada,Greenland,Guatemala,Guam,Guyana,High income,"Hong Kong SAR, China",Honduras,Heavily indebted poor countries (HIPC),Croatia,Haiti,Hungary,IBRD only,IDA & IBRD total,IDA total,IDA blend,Indonesia,IDA only,Isle of Man,India,Not classified,Ireland,"Iran, Islamic Rep.",Iraq,Iceland,Israel,Italy,Jamaica,Jordan,Japan,Kazakhstan,Kenya,Kyrgyz Republic,Cambodia,Kiribati,St. Kitts and Nevis,"Korea, Rep.",Kosovo,Kuwait,Latin America & Caribbean (excluding high income),Lao PDR,Lebanon,Liberia,Libya,St. Lucia,Latin America & Caribbean,Least developed countries: UN classification,Low income,Liechtenstein,Sri Lanka,Lower middle income,Low & middle income,Lesotho,Late-demographic dividend,Lithuania,Luxembourg,Latvia,"Macao SAR, China",St. Martin (French part),Morocco,Monaco,Moldova,Madagascar,Maldives,Middle East & North Africa,Mexico,Marshall Islands,Middle income,"Macedonia, FYR",Mali,Malta,Myanmar,Middle East & North Africa (excluding high income),Montenegro,Mongolia,Northern Mariana Islands,Mozambique,Mauritania,Mauritius,Malawi,Malaysia,North America,Namibia,New Caledonia,Niger,Nigeria,Nicaragua,Netherlands,Norway,Nepal,Nauru,New Zealand,OECD members,Oman,Other small states,Pakistan,Panama,Peru,Philippines,Palau,Papua New Guinea,Poland,Pre-demographic dividend,Puerto Rico,"Korea, Dem. People��_s Rep.",Portugal,Paraguay,Pacific island small states,Post-demographic dividend,French Polynesia,Qatar,Romania,Russian Federation,Rwanda,South Asia,Saudi Arabia,Sudan,Senegal,Singapore,Solomon Islands,Sierra Leone,El Salvador,San Marino,Somalia,Serbia,Sub-Saharan Africa (excluding high income),South Sudan,Sub-Saharan Africa,Small states,Sao Tome and Principe,Suriname,Slovak Republic,Slovenia,Sweden,Swaziland,Sint Maarten (Dutch part),Seychelles,Syrian Arab Republic,Turks and Caicos Islands,Chad,East Asia & Pacific (IDA & IBRD countries),Europe & Central Asia (IDA & IBRD countries),Togo,Thailand,Tajikistan,Turkmenistan,Latin America & the Caribbean (IDA & IBRD countries),Middle East & North Africa (IDA & IBRD countries),Timor-Leste,Tonga,South Asia (IDA & IBRD),Sub-Saharan Africa (IDA & IBRD countries),Trinidad and Tobago,Tunisia,Turkey,Tuvalu,Tanzania,Uganda,Ukraine,Upper middle income,Uruguay,United States,Uzbekistan,St. Vincent and the Grenadines,"Venezuela, RB",British Virgin Islands,Virgin Islands (U.S.),Vietnam,Vanuatu,World,Samoa,"Yemen, Rep.",South Africa,"Congo, Dem. Rep.",Zambia,Zimbabwe
1970,255706486.7,42.3062976,,14306.6163,60648.60108,6960.8682,552362.062,32962.18941,221957.023,6245.9877,13.0733582,253.080787,319036.599,68415.153,26322.7798,2203.1094,159837.736,35206.06,7373.7537,112709.296,88037.706,3808.819296,3564.4186,23292.6857,137111.879,312.98067,349.390182,172962.285,1260982.146,709.79228,11477.21,862.6929,11350.009,106092.4177,494973.635,1333732.618,50087.6589,,42181.676,1873971.675,116579.635,65737.639,68611.831,128348.959,203.41403,193.02136,5198.3474,44008.61754,42413.992,,73.9447863,2760.50659,212540.429,1286569.85,1048.39544,51.033044,78803.65,8865.8224,34603.8245,3415751.827,4042027.432,4887566.56,3770265.575,9050642.1,13651.5739,56857.501,3346873.684,2915.0338,173364.362,64921.3432,54446.07,5435016.121,2810659.393,58988.57,1144.09413,614501.57,37.245479,22.128257,6244.1816,839587.41,49641.595,21483.251,75.0005781,49112.868,806.07587,915.5468,120.086456,38651.134,61.630936,144.12098,8503.6409,40.177074,13431.8966,12956709.82,10326.94763,6767.37,2900772.185,25740.655,4507.6637,87733.157,10344904.16,14549777.68,4204873.517,719104.9649,339677.08,3485768.552,,746498.11,,47233.244,141820.332,51298.7594,3109.3799,17255.7912,388249.306,7210.3984,2090.95161,941132.584,186230.159,21917.286,15173.6805,23775.9907,13.9345481,64.772524,88641.352,,68097.3281,2380034.739,22771.992,6392.4529,1688.8839,70829.5514,140.294956,2463006.124,3335545.811,2266398.214,,16466.9003,3861214.358,14118037.7,1794.4611,7400668.878,102299.251,19411.8712,45385.3107,272.7945278,,19559.297,,26313.2626,45314.072,21.3782936,634578.7486,210547.8556,2.47358782,11851639.49,12061.4093,25111.389,827.18557,655739.12,408996.9052,,13026.344,2.66229757,45072.996,4924.7542,693.46024,6200.6142,113374.2398,5895826.525,7251.1455,1150.29006,8021.2861,74939.732,8313.1054,183916.774,57051.381,19946.0752,1.63209945,49600.563,12807622.15,11262.66036,133928.8931,87131.5379,5712.0345,55258.28,78220.635,0.615579848,6716.2282,466179.59,2826299.499,2377.51686,94041.917,26924.831,52446.298,5160.811165,12762565.59,154.820274,13147.53868,176279.491,2240872.97,2033.9629,997942.6069,78220.3308,59376.754,8236.3061,7681.8762,3570.2862,7406.0861,4927.5951,,13181.7,,3145046.049,,3145184.861,183098.3218,39.299597,10002.5777,53503.762,11111.9233,113240.349,1607.1763,,138.812175,11176.8869,1.46536462,14368.377,3321698.468,4262185.82,9572.318,109547.883,7693.7633,29940.89031,2413769.017,408996.9052,587.753181,56.636886,997942.6069,3145184.861,8138.1105,8479.4321,94428.85,2.265914,98932.745,14722.559,560722.4,7990425.13,25510.63,5400503.5,82935.19789,67.630545,137392.304,31.9016,21.769585,79128.716,230.16681,27660218.47,116.577153,4839.5209,253769.713,1550424.37,234168.07,24033.927
1971,236272237.5,42.7869478,,14391.7782,39162.17143,6950.0361,576946.1523,41377.84513,213551.7884,6383.672,13.2473257,255.992764,314446.149,71138.884,26657.9303,2201.9823,154470.0637,34456.5724,7344.6457,107540.625,88234.353,3952.231659,3662.65766,23613.1932,138534.12,324.49975,350.067507,122460.075,968552.518,703.0532,8060.8666,876.68893,6558.9852,101998.9987,512428.63,1341337.304,51338.6844,,43511.1332,1914331.77,113930.493,64421.969,42385.55,113238.1722,204.84243,191.700604,5259.1809,39156.56177,40754.466,,74.5234564,2789.77946,212880.7745,1283784.3,1059.44513,52.877962,74949.3262,9420.4392,38924.7223,3130435.093,3671464.519,4613591.719,3787509.096,9101591.433,12552.5025,56632.349,3387770.019,2934.123,183755.76,65084.3648,54376.102,5471160.02,1892477.657,58500.5289,1157.89338,629907.505,37.000145,24.944894,4699.55166,837410.77,49655.615,21120.576,75.061307,48043.582,817.53221,908.9924,121.622938,43150.9068,61.595327,147.4421,9090.5758,38.320182,10682.1091,13091411.26,10409.17449,7399.3506,1986040.675,25722.964,4635.4858,90705.017,9956067.21,13011222.73,3055155.525,654084.6711,294004.88,2401070.854,,754018.475,,50207.9495,150900.254,57101.4776,4121.829,17423.1433,398701.797,7218.1041,2157.92587,960481.941,183204.846,22376.806,15407.791,18829.4337,14.6425022,63.484853,89248.78,,71418.7885,1978483.089,15370.2654,6547.0607,1707.83431,54206.5029,140.351242,2062696.014,2233755.188,1534409.2,,16291.7454,3413127.434,12574580.92,1636.0716,7117926.719,102814.511,18172.2987,45620.2012,274.2888557,,19915.828,,26494.224,31699.804,21.8498624,669140.8086,215289.415,2.53943612,11040171.72,11427.6115,24892.602,832.28208,423754.687,412520.9317,,13353.2168,2.74295804,26276.193,4811.3556,700.31021,4125.4003,84957.564,5953199.318,6119.279,1150.83227,8160.2696,90499.952,8078.6348,186709.003,55490.995,20308.8691,1.69003172,48316.683,12923436.12,11973.58869,126790.4783,88272.7669,5876.4903,49525.361,78563.179,0.641309406,5585.1159,467738.84,1965110.108,2495.71185,93374.105,28815.6652,37860.761,5190.238692,12867741.31,155.681892,15621.40866,179222.06,2244826.89,2005.1179,1001722.798,94020.5889,58814.907,8274.179,7714.2628,3564.7102,7348.9854,4965.814,,13129.918,,2263909.916,,2264050.094,171137.2787,39.609914,7813.9919,52047.333,11266.8859,106525.896,1626.5915,,140.178556,11204.9454,1.47249527,14150.067,3037049.431,4280970.9,9343.6136,105109.343,7986.0294,30274.69158,2014908.58,412520.9317,604.463877,55.625879,1001722.798,2264050.094,8110.1276,8771.2244,99374.045,2.2703397,60645.289,15454.157,564860.78,7627044.29,25239.218,5440420.62,84401.20764,67.716312,123610.813,29.648691,23.113608,77395.2741,248.1072,26263241.3,117.17352,5099.1964,250418.763,899793.29,132574.688,21404.869
1972,255098288.8,43.2866131,,13040.848,42205.6507,7613.2661,625015.9438,44905.46275,223912.2788,6750.8237,13.448115,297.226259,355430.771,73531.496,28191.2009,2278.5152,166246.8134,34261.8663,7047.8249,109807.265,91404.682,5904.096779,4167.90898,21772.1923,144373.667,364.98301,463.227556,149851.06,1138194.337,757.74309,10230.9632,891.39184,7520.674,100023.8787,497317.478,1387156.868,52042.7768,,45390.5725,1999689.065,113044.535,63454.455,44840.5315,123945.1605,208.54202,202.112647,5580.3181,43522.49854,41208.044,,97.7316374,3306.43696,213022.453,1300781.18,1102.16357,58.507677,76756.8885,10802.2929,53749.0748,3802953.995,4395695.933,5391101.051,4040208.832,9498065.776,13151.5483,59141.651,3513379.213,2871.7766,197677.109,66959.8239,53622.463,5618696.692,2061064.379,62873.61655,1165.2772,650356.94,38.240389,28.033261,5009.83272,822151.68,52152.699,21298.028,65.0463162,47612.429,815.63125,921.956,123.939822,50556.2472,68.40271,150.90128,9696.0899,39.946506,12405.8537,13632154.26,10756.19853,7599.6258,2088935.678,26950.167,4739.7634,92174.362,11041160.33,14351600.5,3310440.17,719284.2309,733432.92,2591155.939,,767242.36,,50087.418,167062.928,56661.6978,5309.7154,18338.8844,416781.6244,7832.3233,2463.89713,1009126.08,219119.677,23210.036,17150.5211,16481.2145,15.0164578,75.852639,91340.252,,73477.7018,2235242.085,18840.0037,6999.7795,1794.15218,44220.1655,165.771571,2323097.663,2422673.924,1600371.415,,16356.4685,4082283.187,13892096.49,1615.7307,7667815.923,108080.086,17912.103,47957.4588,306.7717664,,20453.976,,27939.5154,33414.625,22.2095869,733877.1722,229445.067,2.5990922,12291725.08,11600.9282,23570.45,1008.6574,533147.892,437806.1981,,14862.5381,2.82391503,27941.871,4462.6904,767.19657,4555.3077,99628.829,6202077.956,6337.8623,1291.65483,8330.0921,105080.024,8168.1906,205138.485,59160.426,20096.2747,1.74724007,52587.148,13431330.74,12679.41609,139196.8362,89365.8699,6183.105,51650.415,79527.624,0.668138748,17758.411,490842.81,2057102.038,2574.15736,97367.834,29552.2065,45585.112,5456.121957,13354893.21,162.817378,18431.6271,185193.514,2405407.75,2040.834,1016822.688,121325.1278,59423.811,8042.6126,9177.0572,3818.4854,7290.7966,5292.4863,,13454.198,,2359062.692,,2359208.442,188175.4567,40.35577,8952.7496,53252.355,11319.156,106820.9221,1668.9814,,145.749328,11162.5223,1.4643149,14471.138,3705574.461,4558001.809,9324.6776,107361.358,8359.4295,31958.9274,2274186.904,437806.1981,651.185891,56.437379,1016822.688,2359208.442,8298.11,9434.5967,108791.1739,2.2728993,64664.847,16463.91,583845.25,8209441.888,26091.101,5704297.25,88583.614,77.066007,130311.533,35.934951,24.488406,78737.297,248.29249,28148780.85,117.292399,5353.7458,250958.915,958870.9,142670.635,21231.4
1973,263589783.6,43.7245901,,13535.7541,44252.66912,7348.4921,699280.2173,56875.50782,226956.0333,7371.7577,13.6753294,317.593748,333243.563,77365.324,30859.7489,2346.3096,172176.8142,37045.2727,6998.6991,111165.318,92710.592,6762.560403,4539.69699,23434.2057,150803.687,395.05251,472.142676,125556.13,1022867.644,833.25382,14587.9845,909.18529,8166.58,111111.4537,520459.86,1446894.657,56667.5255,,44869.8527,2057487.38,121633.436,68260.647,48644.878,117834.3547,213.85455,211.400034,6195.3052,44790.73807,46313.542,,101.8743635,3448.3032,211492.3114,1364682.32,1129.88391,63.669982,76625.5667,10851.2082,67626.6106,3838587.255,4439942.68,5550606.31,4146025.616,9876871.514,14205.3605,56631.857,3702778.339,2919.6667,211641.504,68227.4648,55350.484,5899291.108,2391275.734,67698.9441,1228.97133,691091.495,38.905454,27.281874,8158.57533,863336.04,54661.047,22733.063,65.8963577,51465.736,838.2016,985.576,128.144789,54226.5397,71.99634,150.6045,9950.3306,41.705609,11423.3765,14313548.43,10896.35745,7866.8883,2192326.258,28255.897,4750.9728,98360.83,10924287.88,14613369.11,3689081.238,730744.8559,409241.71,2958336.382,,773571.615,,50501.4748,194611.585,61280.4881,6875.2491,19569.987,442434.685,9812.8877,2697.9562,1127133.34,209996.073,23833.311,17239.2997,14356.4855,15.9801573,75.517695,107014.039,,66638.3624,2110367.346,26238.911,8535.2553,1879.81356,42364.3307,175.497993,2199207.812,2780945.451,1699341.348,,16788.4055,4080582.072,14135784.21,1609.7149,7772642.835,113993.131,19347.8667,50365.8282,430.4914078,,21860.714,,29694.5625,35221.137,23.9437318,830530.0606,241668.377,2.65762174,12436442.86,12964.5451,24308.613,974.19202,771873.79,482741.5196,,18061.981,2.89465827,30344.614,4385.7761,756.66368,4853.1968,130161.4888,6433903.383,6533.8771,1812.9034,5822.9862,120770.969,8722.916,214755.036,61119.993,21059.2656,1.79967198,53668.269,14060747.48,13469.34005,154108.1395,91944.2539,6560.9868,49969.699,88767.222,0.695213394,9591.1103,516053.03,2204682.753,2631.51096,101174.929,32090.4437,39123.162,5841.693658,13978192.91,197.008164,20976.95822,199678.6,2450946.31,2121.0505,1028997.741,162521.6331,65985.933,8109.7219,10191.6116,4108.6918,7712.6604,5383.5558,,13320.357,,2529064.734,,2529215.82,204740.5712,42.521365,8386.1845,54993.112,12763.8602,109999.902,1737.9036,,151.086147,10697.32,1.4627667,14580.156,3737400.45,4690334.543,9925.8985,121711.686,8744.2589,34041.32081,2144679.041,482741.5196,658.315196,60.164446,1028997.741,2529215.82,8614.46,9627.3347,115255.655,2.2749092,68501.838,18144.438,606670.9,8355860.791,26747.813,5912971.38,93604.56089,81.550287,135180.664,37.785213,25.919941,83408.676,273.71373,29107899.05,119.462904,5678.1841,269278.453,1021542.44,153119.791,23156.252
1974,255608940.7,44.130957,,14945.9682,40179.2335,7632.6643,679448.0058,57411.52655,229456.38,7983.8753,13.9088347,280.375869,355842.865,75065.759,33572.7647,2346.4721,172793.045,29558.811,6558.1322,110459.427,93954.699,7858.140591,3745.21564,25690.5627,155506.252,391.12452,421.862385,134838.337,1098489.802,705.74918,10317.11822,925.13557,7575.346,78705.81733,538398.95,1475796.626,51878.5821,,43829.491,2073854.51,98016.641,54887.491,44108.9222,123319.157,218.70623,216.088214,6211.1368,44228.69229,47918.411,,92.7605033,2681.52401,195493.3009,1336033.72,1225.7925,61.754768,71615.379,11816.9527,59317.0879,3357622.017,4089826.743,5093745.291,4277845.053,9936897.096,15880.1861,61890.489,3674724.036,2868.3485,225300.035,69064.0488,51260.337,5837678.03,1833518.406,64265.455,1376.48279,674903,39.567118,26.823079,7982.39007,823515.68,57002.976,19453.7264,66.226178,41686.134,799.06408,942.80109,131.225921,54286.2437,66.641776,153.83852,10379.2405,42.0724455,12151.6933,14123942.86,12406.23728,8624.2293,1921886.4,28323.112,4762.0465,102087.795,11101388.2,14184587.73,3083199.537,743959.4442,329453.15,2339240.092,,796885.36,,53311.1718,204615.776,63205.9827,7680.9842,20110.2957,444569.749,9585.1143,2817.72326,1124069.401,214080.499,24133.127,17793.07982,10235.1132,17.8442337,71.398794,112906.55,,54816.6481,2241501.299,15426.5696,8470.274,1934.41705,32671.0875,162.046486,2329192.784,2181367.312,1494112.489,,17561.5279,3645497.929,13685248.57,1646.6811,7931674.486,119668.912,18020.8321,52362.8725,443.2191477,,22649.577,,31531.9274,33167.312,26.2865913,831556.8276,266400.717,2.72749663,12191136.08,13197.4052,20052.227,904.03316,428380.032,486325.3832,,17657.0668,2.96761155,26737.566,3838.7428,767.03565,4568.8406,89982.2318,6295684.912,6812.5598,1831.42244,5877.2686,137390.257,9253.846,210406.425,60168.072,21302.3984,1.85069735,55467.13,13900506.93,14667.81857,148440.4157,95681.9849,6808.257,53198.078,84178.481,0.72133882,7310.1465,541552.09,1945098.645,2641.27376,103162.747,31551.939,41939.298,5988.611671,13789634.83,210.903473,18062.54224,203754.525,2531226.89,2086.8027,1057788.089,171400.4395,56181.837,7852.6378,10637.0568,4068.8964,6657.3335,5490.0872,,13281.9971,,2264166.73,,2264326.434,198657.7197,43.464395,8392.1405,56047.973,13487.2982,102657.413,1752.841,,159.704339,13229.2466,1.4331322,10753.759,3254447.212,4847720.255,7990.294,111394.82,9152.9499,36487.01679,2273980.36,486325.3832,646.901939,64.187191,1057788.089,2264326.434,8537.1042,10360.0536,118498.562,2.2730141,61250.154,17374.151,621547.49,8545638.153,27679.102,5756864.1,99230.91424,78.332957,135826.288,35.496307,27.953942,79939.5781,295.98076,28434027.14,130.82467,5872.2931,275680.14,892820.42,133429.651,22589.525
1975,263157959.9,44.4819076,,14574.164,44429.30003,7873.037,683966.2354,57798.60342,233416.77,11627.038,14.192873,327.641429,377568.654,72742.055,41477.2724,2443.1382,153063.539,31603.4797,6871.1208,115099.304,100951.576,7965.179489,4458.01759,21844.834,168141.968,423.76501,552.502523,152794.21,1214606.743,840.43781,10589.58131,930.87207,9262.958,87138.51,529890.87,1529645.523,49342.8597,,41649.4352,2264422.92,104296.166,58835.289,49672.941,134068.4672,223.58511,224.270265,6490.8211,46757.8337,49933.41,,112.4404142,2638.63246,202860.801,1273609.66,1251.05464,68.13187,73348.6972,12412.0042,55999.4944,3557817.819,4131107.909,5271243.614,4460961.475,9990326.224,16944.7733,64845.898,3522917.781,2805.2327,230871.757,70829.7248,50931.592,5732401.553,2020312.176,64026.7865,1327.95922,634882.235,40.036386,26.356311,9635.51026,809418.44,52994.038,20607.197,69.5416404,44290.516,837.41974,1089.3875,135.176114,56236.2834,73.940717,156.6157,10856.1961,44.0453899,13813.4631,13734188.67,12363.91948,8969.4327,2182868.817,30711.776,4776.8746,103693.369,11758363.65,15056179.42,3297815.771,726775.0844,329119.33,2571040.686,,827298.045,,51752.3778,202141.476,67796.1277,8315.576,21199.3102,425696.331,9140.5232,3082.61473,1067710.651,207044.828,24663.136,17448.25252,11354.8719,17.7070142,87.731548,120964.237,,46479.1125,2417768.622,15168.3505,7530.32318,1983.62971,37564.5101,184.556156,2505225.875,2408422.951,1693938.519,,15187.9346,3731879.12,14537275.51,1721.5528,8485740.063,112018.107,14576.5692,52338.0379,441.0006504,,23466.843,,33793.1939,36663.72,26.062194,829704.7577,280289.646,2.7931141,12843336.99,11311.1386,21632.851,832.9201,420989.11,495625.6777,,19790.6538,3.04146666,31194.93,3960.8509,769.41325,5376.941,91202.7038,6069698.793,5483.0442,1837.50464,6312.5158,116135.141,9440.0214,201646.099,58968.279,21667.7848,1.88711588,54660.877,13543101.75,41267.8204,153695.9847,100792.4559,6988.9997,54949.664,85572.977,0.745632568,7365.5933,566179.45,2173070.526,2530.02781,107603.784,33239.2002,47300.885,6277.358706,13424014.09,205.958438,18272.65793,218145.216,2692997.65,2183.61,1095576.623,140263.476,60079.475,8272.2336,10701.8907,4394.4279,6988.3905,5835.5969,,14171.273,,2509525.29,,2509688.292,206731.1771,45.258982,9352.2535,57617.918,14299.5477,104174.447,1848.6575,,163.002588,15406.983,1.39619417,11655.08,3450201.729,5057852.701,8588.4462,117930.994,8289.6217,24581.97739,2447234.396,495625.6777,604.487402,71.969452,1095576.623,2509688.292,7899.38063,10622.7836,126182.61,2.2653819,70905.189,19053.108,648156.94,9111457.866,29434.995,5539255.42,68100.28324,87.991137,134549.482,40.466121,30.801239,80402.3791,299.01997,28860202.77,132.227594,5917.5693,294054.847,1049438.38,158349.194,22661.632
1976,275153361.6,131.6337457,,14746.851,38448.02409,8470.9784,775863.7295,70352.6192,247051.66,11929.3886,14.3835222,291.597642,407572.606,78085.025,42787.0728,2459.1071,162850.552,32261.4622,7107.4493,113276.59,101830.87,8567.603165,3940.24965,20405.8258,170915.468,391.30542,465.966308,177016.054,1384864.346,802.68857,11459.7232,944.80131,9115.417,91112.86367,580939.23,1582637.14,50861.3764,,42287.4344,2327790.4,107172.446,60473.611,44830.1969,145348.0034,232.39763,231.697589,6584.7792,47615.38762,51086.207,,94.5219068,3108.57809,208258.057,1336497.06,1309.72865,67.401817,77771.4084,12864.1919,68739.1219,3773282.478,4495693.313,5575742.135,4655569.427,10448674.3,18558.7328,70997.765,3725069.163,2809.2898,249915.399,69841.0407,51242.885,6008722.257,1917875.283,69904.91515,1309.14888,679365.4,41.628433,19.6614529,10058.58951,824663.31,52281.977,21131.288,69.3408609,45401.131,863.64823,1181.1347,138.388315,61469.8539,69.822271,159.52408,10175.4074,43.6237358,14699.7626,14515701.82,14288.25497,8701.2902,2069491.881,29984.501,5037.0221,108311.853,12514761.87,15711152.74,3196390.866,775799.1561,482736.65,2420591.709,,852598.24,,52172.4386,226348.26,79857.7963,9287.5638,20991.795,454591.3069,7832.7393,3550.34049,1101910.151,229747.655,25292.084,17839.2328,10882.4368,17.9646028,80.741418,130213.924,,45134.6952,2675230.882,14115.7654,7167.63828,2071.5686,43278.1874,166.115895,2762623.737,2246239.322,1578756.022,,15740.3174,3959118.374,15180898.66,1691.6338,8933306.331,115982.734,15485.2017,53714.9787,434.9072854,,24631.884,,35047.4567,34578.793,26.4186729,943614.9954,292167.457,2.85136633,13602142.64,11702.0396,22200.156,929.54597,406500.184,560902.5455,,21323.7058,3.11684045,27921.704,4170.8254,775.75323,5284.0097,91612.7108,6449864.846,5288.7276,1805.94666,6767.5779,130224.53,9854.2855,213891.344,62913.679,21820.778,1.89196914,57248.3,14282228.55,46082.7245,154775.6391,102278.5119,7031.9147,58643.862,84878.704,0.756017876,11558.4247,585817.12,2054079.469,2545.7889,114423.832,34557.8804,54928.729,6308.873683,14146757.51,204.359569,16998.27819,236190.076,2800716.03,2188.8246,1121432.508,173655.1887,61933.635,8527.0022,11599.0035,4438.5594,7199.2929,6100.5612,,14181.477,,2394480.818,,2394647.952,208699.9004,47.417061,10284.9123,58390.431,14315.4782,110825.8983,1964.8245,,167.134561,17852.4309,1.39020967,12279.844,3658846.154,5271371.048,8770.3502,121442.546,8536.3908,29493.19331,2703952.529,560902.5455,545.593594,75.983451,1121432.508,2394647.952,8906.73615,10982.8238,136679.436,2.3441982,64788.357,20444.147,667327.05,9643024.262,28241.345,5868459.65,73669.28589,81.314589,145623.004,36.727348,32.000199,79150.1601,307.01401,30301513.69,132.698335,6186.5688,308489.576,927528.11,140274.614,23324.956
1977,288920393.5,135.0553194,,15247.281,43563.41218,8948.9809,799971.0408,69646.4002,247370.86,12413.3746,14.6498031,319.438061,414927.113,75681.169,44512.8221,2475.9237,161725.79,37590.2135,7589.7049,114977.89,105580.383,9310.14211,4287.98041,22002.4184,175999.581,430.65483,514.008008,137558.428,1173040.901,846.68742,14879.1,963.67593,10569.054,113196.3853,574647.58,1639060.919,52261.4588,,40600.3847,2516150.877,123842.192,70715.409,49550.396,134615.5297,238.98534,249.869886,7321.252,46588.35368,51145.939,,107.453566,3261.43399,219671.671,1315704.67,1312.93916,73.004168,81429.0777,13474.0241,74887.917,4615875.723,5132060.105,6484431.824,4742228.906,10543787.21,19756.3034,72555.628,3688109.706,2856.1121,242955.113,71036.2928,54505.545,6026862.546,2347918.449,69674.7709,1456.96255,667440.965,42.210126,24.363107,10487.49776,833515.83,51638.154,24023.142,66.0611518,52358.442,932.39336,1232.4187,144.878031,63822.7467,75.673537,161.22547,11446.5081,45.7725378,13126.5388,14772131.79,16475.45553,9581.8491,2298680.782,28843.891,5170.0048,113323.186,13013420.56,16695077.49,3681656.932,771214.1656,833788.53,2910442.767,,871680.045,,54543.7096,232841.431,74972.443,10319.6598,21894.5797,446956.652,8426.8527,3700.00084,1133256.77,221842.679,26147.382,17633.9946,11996.9144,21.4137751,85.48424,144910.923,,42959.4875,2408918.238,21517.5498,6517.55809,2231.29969,45286.2265,184.939948,2495692.354,2720615.471,1792323.445,,17208.7873,4632569.885,16157531.39,1598.2718,9033630.302,119879.5,14804.6325,55699.819,416.522605,,25628.168,,35679.991,38183.714,28.3271174,966944.548,304657.545,2.91658641,14365207.94,11918.9445,24815.495,985.47019,631034.56,575272.7701,,24130.106,3.18837588,31990.701,4354.4084,826.0593,5747.3404,120583.1098,6623394.688,6139.8638,1716.35235,7268.7252,124059.821,10748.179,212634.688,64371.891,22157.2308,1.90640076,58533.311,14537590.01,46623.9406,163024.0827,106850.7459,6964.1812,53842.491,89721.795,0.764074528,21328.355,603009.6,2311014.66,2512.5331,122134.837,35246.6047,44312.747,6774.438402,14381478.4,211.883986,15749.87406,245960.898,2847656.5,2275.6962,1149113.983,184501.8835,69047.633,9045.9348,12864.8668,4732.4363,8023.5503,6504.0817,,15106.947,,2666121.767,,2666298.569,216386.8748,50.295556,8862.489,60680.003,15375.6753,107418.304,2045.1582,,176.801623,19473.9463,1.39735382,14482.072,4493728.143,5374082.397,10236.7446,132890.662,8638.5636,31210.32098,2436581.626,575272.7701,485.620195,83.833141,1149113.983,2666298.569,9779.83349,11832.3988,146624.723,2.4463592,73091.504,22512.664,677594.55,9732638.059,28024.186,6048233.1,76372.02764,88.777075,140138.484,39.765394,33.916962,83325.625,307.47132,31553904.67,139.924788,6264.1134,309765.409,1066348.99,161327.523,23276.589
